Parameter,Parameter Code,Method Code,Recording Mode,Collection Description,Analysis Description,Method Type,Reference Method ID,Equivalent Method,Federal MDL,Min Value,Max Value,Digits,Round Truncate Indicator,Units
n-Hexane,43231,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.24,-0.24,,2,R,Parts per billion Carbon
n-Hexane,43231,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,210,Intermittent,SS 6L Pressurized Canister,Cryogenic Precon GC/MS,,,,0.04,-0.04,,3,R,Parts per billion Carbon
n-Hexane,43231,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,902,Intermittent,SKC Pump Charcoal Tube,GC/FID NIOSH 1500,,,,3.08,-3.08,,2,R,Parts per billion Carbon
n-Hexylbenzene,45234,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexylbenzene,45234,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,91,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Nonane,43235,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,3,R,Parts per billion Carbon
n-Nonane,43235,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Nonane,43235,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
n-Nonane,43235,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.54,-0.54,,2,R,Parts per billion Carbon
n-Nonane,43235,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,2.26451,-2.26451,,4,R,Parts per billion Carbon
n-Nonane,43235,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.94,-0.94,,2,R,Parts per billion Carbon
n-Nonane,43235,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Nonane,43235,176,Intermittent,6L SUBAMBIENT SS-CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Nonane,43235,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Nonane,43235,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,1.06,-1.06,,2,R,Parts per billion Carbon
n-Octane,43233,91,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Octane,43233,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Octane,43233,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Octane,43233,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,3,R,Parts per billion Carbon
n-Octane,43233,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Octane,43233,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
n-Octane,43233,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.48,-0.48,,2,R,Parts per billion Carbon
n-Octane,43233,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,0.69788,-0.69788,,4,R,Parts per billion Carbon
n-Octane,43233,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Octane,43233,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.8,-0.8,,2,R,Parts per billion Carbon
n-Octane,43233,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,153,Intermittent,Pressurized Canister,GC with Multiple Detectors,,,,0.4,-0.4,,2,R,Parts per billion Carbon
n-Octane,43233,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Octane,43233,176,Intermittent,6L SUBAMBIENT SS-CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Octane,43233,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Octane,43233,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.1,-1.04,,1,R,Parts per billion Carbon
n-Octane,43233,902,Intermittent,SKC Pump Charcoal Tube,GC/FID NIOSH 1500,,,,3.44,-3.44,,2,R,Parts per billion Carbon
n-Octane,43233,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,1.4,-1.4,,2,R,Parts per billion Carbon
"n-Octane & trans-1,3-dichloropropylene",43130,12,Intermittent,6L SS CANISTER-PRESSURIZED,PDFID - NMOC,,,,0.7,-0.7,,1,R,Parts per billion Carbon
"n-Octane & trans-1,3-dichloropropylene",43130,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.03,-0.03,,2,R,Parts per billion Carbon
n-Pentadecane,43260,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,0.98,-0.98,,2,R,Parts per billion Carbon
n-Pentane,43220,91,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,104,Intermittent,TENAX/SPHEROCARB-SORBENT-TRAP,HEAT DESORPTION GC-FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.5,-0.5,,2,R,Parts per billion Carbon
n-Pentane,43220,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Pentane,43220,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
n-Pentane,43220,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Pentane,43220,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
n-Pentane,43220,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.1,,,2,R,Parts per billion Carbon
n-Pentane,43220,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,0.60941,-0.60941,,4,R,Parts per billion Carbon
n-Pentane,43220,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.58,-0.58,,2,R,Parts per billion Carbon
n-Pentane,43220,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Pentane,43220,176,Intermittent,6L SUBAMBIENT SS-CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Pentane,43220,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Pentane,43220,902,Intermittent,SKC Pump Charcoal Tube,GC/FID NIOSH 1500,,,,2.68,-2.68,,2,R,Parts per billion Carbon
n-Pinene & benzaldehyde,43323,102,Intermittent,CARTRIDGE-DNPH-ON-SILICA,HPLC ULTRAVIOLET ABSORPTION,,,,0.6,-0.6,,1,R,Parts per billion Carbon
n-Propyl acetate,43434,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propyl acetate,43434,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Propyl acetate,43434,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propyl acetate,43434,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propyl acetate,43434,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Propyl alcohol,43303,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Propyl alcohol,43303,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propyl alcohol,43303,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Propyl alcohol,43303,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propyl alcohol,43303,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,91,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,3,R,Parts per billion Carbon
n-Propylbenzene,45209,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Propylbenzene,45209,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
n-Propylbenzene,45209,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.54,-0.54,,2,R,Parts per billion Carbon
n-Propylbenzene,45209,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,2.85747,-2.85747,,4,R,Parts per billion Carbon
n-Propylbenzene,45209,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.93,-0.93,,2,R,Parts per billion Carbon
n-Propylbenzene,45209,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Propylbenzene,45209,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Propylbenzene,45209,176,Intermittent,6L SUBAMBIENT SS-CANISTER, ENTECH PRECONCENTRATOR GC/MS	,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Propylbenzene,45209,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Tetradecane,43259,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Tetradecane,43259,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,0.78,-0.78,,2,R,Parts per billion Carbon
n-Tridecane,43143,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.85,-0.85,,2,R,Parts per billion Carbon
n-Tridecane,43143,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Tridecane,43143,124,Intermittent,6L PRESSURIZED CANISTER,DUAL FID,,,,1,-1,,1,R,Parts per billion Carbon
n-Tridecane,43143,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Tridecane,43143,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Tridecane,43143,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,0.95,-0.95,,2,R,Parts per billion Carbon
n-Undecane,43954,91,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Undecane,43954,124,Intermittent,6L PRESSURIZED CANISTER,DUAL FID,,,,1,-1,,1,R,Parts per billion Carbon
n-Undecane,43954,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Undecane,43954,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
n-Undecane,43954,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.77,-0.77,,2,R,Parts per billion Carbon
n-Undecane,43954,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,2.18391,-2.18391,,4,R,Parts per billion Carbon
n-Undecane,43954,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,1.61,-1.61,,2,R,Parts per billion Carbon
n-Undecane,43954,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,149,Intermittent,6L SUBATM CANISTER,Entech Precon - GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Undecane,43954,176,Intermittent,6L SUBAMBIENT SS-CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Undecane,43954,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Undecane,43954,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,0.79,-0.79,,2,R,Parts per billion Carbon
o-Cresol (TSP) STP,17301,116,Intermittent,Hi Vol/XAD-2,GC/MS,,,,45.7,0,,1,R,Nanograms/cubic meter (25 C)
o-Cresol (TSP) STP,17301,118,Intermittent,Hi Vol/PUF-XAD-2,GCMS TO-13,,,,0.0474,0,,4,R,Nanograms/cubic meter (25 C)
o-Cresol (TSP) STP,17301,178,Intermittent,Hi Vol PUF/XAD,GC-MS,,,,0.5,0,,2,R,Nanograms/cubic meter (25 C)
o-Diethylbenzene,45217,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Diethylbenzene,45217,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,91,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,120,Intermittent,SORBANT TUBE-CARBOSIEVE;C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,124,Intermittent,6L PRESSURIZED CANISTER,DUAL FID,,,,1,-1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
o-Ethyltoluene,45211,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
